Date,Sender,Send Amount,Send Currency,Receiver,Receive Amount,Receive Currency,Source,Inchane_id,Usdt
2025-01-18 15:24:00,Tether,700,USDT,photo-2024-12-15-15-18-16,72744.77,RUB,https://finex24.io,10943,trc,erc,bep
2025-01-18 17:22:00,Tether,330,USDT,09482e2214e27a15e55bf498ed79d1d6-1,33594,RUB,https://btchange.ru,11173,trc erc
2025-01-18 17:35:00,pngegg,10000,RUB,eth,0.026851,ETH,https://cripthub.ru/,1789,trc erc bep
2025-01-18 17:45:00,Binance Coin (BEP20),0,?,Т-Банк (Тинькофф),12700,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 17:48:00,USDT TRC20,0,?,Ethereum,4.553618,ETH,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 17:45:00,USDT TRC20,0,?,Т-Банк (Тинькофф),15185,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 17:14:00,Tether,5587.8323,USDT,Bank,40000,CNY,https://niceobmen.com,10334,trc erc bep
2025-01-18 17:25:00,TRON-Icon-icon,330,USDT,Sberbank-RUB-,33584.1,RUB,https://yaobmen.cash,10913,trc erc bep
2025-01-18 17:38:00,Alfabank,51000,RUB,Tether,480.7692,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 17:33:00,photo-2024-12-15-15-18-16,69300,RUB,Tether,653.4641,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 17:49:00,Visa-Master-Mir,1000,RUB,20799102-logo-moneygo1,905.45,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 17:48:00,Visa-Master-Mir,1005,RUB,20799102-logo-moneygo1,909.98,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 13:13:00,Tether,88694.1448,USDT,Cash,9210000,RUB,https://finex24.io,10943,trc,erc,bep
2025-01-18 17:47:00,Tether,659,USDT,Tinkoff,66445.4019754,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 17:44:00,free-png.ru-126,8000,RUB,pngwing.com-2,176.677343,DOGE,https://cripthub.ru/,1789,trc erc bep
2025-01-18 17:09:00,free-png.ru-126,14000,RUB,monero-xmr-logo,0.58607993,XMR,https://cripthub.ru/,1789,trc erc bep
2025-01-18 15:00:20.120161,Solana(SOL),12,SOL,USDCoin(USDC)SOL,3005.97,USDC,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:00:20.147589,Solana(SOL),12,SOL,USDCoin(USDC)SOL,3017.95,USDC,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:00:20.208651,Solana(SOL),12,SOL,USDCoin(USDC)SOL,3025.56,USDC,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:00:20.226406,Tron(TRX),2100,TRX,Желтыйбанк(RUB),51820,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:00:20.240228,Красныйбанк(RUB),5000,RUB,Solana(SOL),0.18,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:00:20.280513,Банковскаякарта(RUB),15000,RUB,Solana(SOL),0.544,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 17:51:00,USDT TRC20,0,?,Т-Банк (Тинькофф),37287,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 17:51:00,USDT TRC20,0,?,Ethereum,4.553618,ETH,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 17:37:00,TRON-Icon-icon,300,USDT,Sberbank-RUB-,30516,RUB,https://yaobmen.cash,10913,trc erc bep
2025-01-18 17:31:00,TRON-Icon-icon,500,USDT,Sberbank-RUB-,50865,RUB,https://yaobmen.cash,10913,trc erc bep
2025-01-18 15:52:00,Tether,3000,USDT,photo-2024-12-15-15-18-16,312072.9,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 15:45:00,Tether,1450,USDT,Sberbank,150404.005,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 14:53:00,Tether,520,USDT,Alfabank,53280.864,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 17:15:00,Tether,34990.4659,USDT,Cash,3637000,RUB,https://finex24.io,10943,trc,erc,bep
2025-01-18 17:24:00,20-SBP,37000,RUB,Bitcoin,0.00331123,BTC,https://finex24.io,10943,trc,erc,bep
2025-01-18 17:47:00,Tether,350,USDT,1622-oooo.plus-,35630,RUB,https://btchange.ru,11173,trc erc
2025-01-18 17:22:00,Visa-Master,118000,KZT,Visa-Master,21710.3326465,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 17:45:00,Sberbank,20000,RUB,Kaspi-bank,99700,KZT,https://buhtaobmena.me,11221,trc bep
2025-01-18 17:39:00,Visa-Master,380289,KZT,Tinkoff,70000,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 17:33:00,free-png.ru-126,6600,RUB,monero-xmr-logo,0.26936426,XMR,https://cripthub.ru/,1789,trc erc bep
2025-01-18 17:41:00,pngegg,5100,RUB,bitcoin-btc-logo,0.00042469,BTC,https://cripthub.ru/,1789,trc erc bep
2025-01-18 17:43:00,pngegg,5000,RUB,bitcoin-btc-logo,0.00041636,BTC,https://cripthub.ru/,1789,trc erc bep
2025-01-18 17:34:00,free-png.ru-126,8100,RUB,bitcoin-btc-logo,0.00067448,BTC,https://cripthub.ru/,1789,trc erc bep
2025-01-18 16:57:00,logo-sbermarket-square-be8e750b,11800,RUB,bitcoin-btc-logo,0.00101674,BTC,https://cripthub.ru/,1789,trc erc bep
2025-01-18 15:10:14.463371,BTC,0.01,BTC,Желтыйбанк(RUB),106520,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:10:14.476735,Solana(SOL),12,SOL,USDCoin(USDC)SOL,3026.06,USDC,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:10:14.541493,СБП(RUB),40000,RUB,Solana(SOL),1.483,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:10:14.554963,Красныйбанк(RUB),9000,RUB,Toncoin(TON),15.781,TON,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 17:59:00,USDT TRC20,0,?,Сбербанк,36985,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:06:00,Litecoin,0,?,Т-Банк (Тинькофф),24086,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:06:00,Litecoin,0,?,Сбербанк,19940,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:05:00,Litecoin,0,?,Т-Банк (Тинькофф),114193,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 15:52:00,Tether,800,USDT,Sberbank,82993.68,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 17:43:00,photo-2024-12-15-15-18-16,300000,RUB,Tether,2828.9984,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 18:09:00,Visa-Master-Mir,1000,RUB,20799102-logo-moneygo1,905.45,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 18:04:00,Visa-Master-Mir,1000,RUB,20799102-logo-moneygo1,905.45,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 17:08:00,Bitcoin,0.001646,BTC,Visa-Master,6502,UAH,https://barry24.com,11204,trc erc bep
2025-01-18 18:12:00,VISA/MasterCard,0,?,USDT TON,100,USDT,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:10:00,Litecoin,0,?,Т-Банк (Тинькофф),22952,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:10:00,Litecoin,0,?,Райффайзен,44359,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:10:00,Litecoin,0,?,СБП,45248,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:15:00,USDT TRC20,0,?,Сбербанк,36985,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 17:39:00,Alfabank,100000,RUB,Tether,942.6848,USDT,https://nadex.io/,19731,trc erc bep
2024-12-25 14:15:00,Tether,49987.0715,USDT,Cash,5007000,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 15:55:00,Tether,800,USDT,Sberbank,82997.68,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 18:17:00,Tinkoff,1000,RUB,20799102-logo-moneygo1,905.45,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 17:48:00,Tether,159,USDT,Alfabank,16054.44624,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 15:30:15.853181,Tether(USDT)TRC20,706.8,USDT,Зеленыйбанк(RUB),72440,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:30:15.863366,Tether(USDT)TRC20,1150,USDT,Желтыйбанк(RUB),117810,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:30:15.873226,Toncoin(TON),198,TON,Solana(SOL),4.025,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:30:15.882311,Красныйбанк(RUB),7000,RUB,Tron(TRX),267.355,TRX,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:30:15.937843,СБП(RUB),270670,RUB,BTC,0.024,BTC,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 18:26:00,Т-Банк (Тинькофф),0,?,USDT TRC20,44,USDT,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:26:00,Litecoin,0,?,СБП,16368,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 17:11:00,Bitcoin,0.001266,BTC,Visa-Master,5001,UAH,https://barry24.com,11204,trc erc bep
2025-01-18 18:30:00,Visa-Master-Mir,1000,RUB,20799102-logo-moneygo1,905.45,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 14:57:00,Tether,730,USDT,photo-2024-12-15-15-18-16,75922.555,RUB,https://finex24.io,10943,trc,erc,bep
2025-01-18 17:54:00,free-png.ru-126,8900,RUB,bitcoin-btc-logo,0.00074121,BTC,https://cripthub.ru/,1789,trc erc bep
2025-01-18 18:00:00,logo-sbermarket-square-be8e750b,11200,RUB,bitcoin-btc-logo,0.00096591,BTC,https://cripthub.ru/,1789,trc erc bep
2025-01-18 17:17:00,logo-sbermarket-square-be8e750b,5300,RUB,bitcoin-btc-logo,0.00044308,BTC,https://cripthub.ru/,1789,trc erc bep
2025-01-18 15:40:16.944096,Tether(USDT)BEP20,500,USDT,Зеленыйбанк(RUB),51200,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:40:16.954080,Toncoin(TON),500,TON,Желтыйбанк(cashin),265200,cashin,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:40:16.963701,BTC,0.005,BTC,Зеленыйбанк(RUB),50660,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:40:16.973642,Tether(USDT)BEP20,500,USDT,Зеленыйбанк(RUB),51240,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:40:17.021020,Зеленыйбанк(RUB),40000,RUB,Solana(SOL),1.485,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:40:17.030969,Tether(USDT)TRC20,1139.99,USDT,Желтыйбанк(RUB),117000,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 18:36:00,Ethereum,0,?,Т-Банк (Тинькофф),9906,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:35:00,USDT ERC20,0,?,СБП,70543,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:38:00,Litecoin,0,?,СБП,18342,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:29:00,TRON,0,?,VISA/MasterCard,10737,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:26:00,Tether,240,USDT,Monero,1.10029763,XMR,https://bobr.exchange/,0,trc erc bep
2025-01-18 18:26:00,photo-2024-12-15-15-18-16,73500,RUB,Tether,689.8902,USDT,https://finex24.io,10943,trc,erc,bep
2025-01-18 18:26:00,photo-2024-12-15-15-18-16,78151.5896,RUB,68-BinanceCoin,1.026373,BNB,https://finex24.io,10943,trc,erc,bep
2025-01-18 18:28:00,Sberbank,25000,RUB,Bitcoin,0.00224358,BTC,https://finex24.io,10943,trc,erc,bep
2025-01-18 15:50:15.944126,Litecoin(LTC),4.87,LTC,СБП(RUB),62350,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:50:15.953702,Промсвязьбанк(RUB),50000,RUB,Litecoin(LTC),3.651,LTC,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:50:15.963557,Tether(USDT)TRC20,1150,USDT,Желтыйбанк(RUB),117780,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:50:15.973100,Litecoin(LTC),4.83,LTC,КартаМир(RUB),61910,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:50:15.982695,BTC,0.046,BTC,Зеленыйбанк(RUB),489870,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:50:15.992191,Tether(USDT)TRC20,1150,USDT,Желтыйбанк(RUB),117770,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 15:50:16.012342,Зеленыйбанк(RUB),52000,RUB,Solana(SOL),1.9,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 18:46:00,USDT TRC20,0,?,СБП,12603,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:48:00,Сбербанк,0,?,Bitcoin,0.000472,BTC,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:46:00,Ethereum,0,?,СБП,23143,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:42:00,USDT TRC20,0,?,Т-Банк (Тинькофф),100776,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:43:00,Сбербанк,0,?,USDT TRC20,44,USDT,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:50:00,Tinkoff,1100,RUB,20799102-logo-moneygo1,996,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 18:20:00,Tinkoff,26921,RUB,Tether,250.0025,USDT,https://buhtaobmena.me,11221,trc bep
2025-01-18 18:33:00,Tether,215,USDT,Alfabank,21704.6628,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 18:33:00,Tether,297.3,USDT,Alfabank,30013.005816,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 16:00:15.651253,Tether(USDT)TRC20,488.11,USDT,СБП(RUB),50000,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:00:15.661552,Tether(USDT)TRC20,574.95,USDT,Зеленыйбанк(RUB),58890,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:00:15.730396,Красныйбанк(RUB),9000,RUB,Toncoin(TON),15.804,TON,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:07:00,Tether,725.36,USDT,Sberbank,75167.0983,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 16:01:00,Tether,1000,USDT,Sberbank,103767.7,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 19:04:00,Visa-Master-Mir,1010,RUB,20799102-logo-moneygo1,914.5,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 18:55:00,photo-2024-12-15-15-18-16,40000,RUB,Tether,377.2563,USDT,https://finex24.io,10943,trc,erc,bep
2025-01-18 16:56:00,Tether,1400,USDT,photo-2024-12-15-15-18-16,145740.56,RUB,https://finex24.io,10943,trc,erc,bep
2025-01-18 16:09:00,Tether,1929.4776,USDT,photo-2024-12-15-15-18-16,200000.0006,RUB,https://finex24.io,10943,trc,erc,bep
2025-01-18 18:43:00,Tinkoff,25000,RUB,Tether,232.0023,USDT,https://buhtaobmena.me,11221,trc bep
2025-01-18 17:54:00,Tether,396.1138,USDT,Raiffaisen,40003.849553,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 17:34:00,HalykBank,200000,KZT,Tinkoff,36821.5627071,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 16:10:16.356122,Tether(USDT)TRC20,500,USDT,Желтыйбанк(RUB),51240,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:10:16.365902,BTC,0.005,BTC,Зеленыйбанк(RUB),51000,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:10:16.433642,Красныйбанк(RUB),9000,RUB,Toncoin(TON),15.834,TON,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 19:04:00,TRON,0,?,Binance Coin (BEP20),0.912747,BNB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:06:00,VISA/MasterCard,0,?,USDT TON,816,USDT,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:07:00,Litecoin,0,?,СБП,34689,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:52:00,Sberbank,53008.1,RUB,Tether,500,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 15:58:00,Tether,2380,USDT,photo-2024-12-15-15-18-16,247628.528,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 17:11:00,Bitcoin,0.01133119,BTC,Bank-transfer,119723.1,RUB,https://bobr.exchange/,0,trc erc bep
2025-01-18 18:50:00,Tether,105,USDT,Visa-Master,341.775,BYN,https://bobr.exchange/,0,trc erc bep
2025-01-18 18:53:00,photo-2024-12-15-15-18-16,176330.1435,RUB,68-BinanceCoin,2.299222,BNB,https://finex24.io,10943,trc,erc,bep
2025-01-18 19:01:00,Tinkoff,55000,RUB,Monero,2.371388,XMR,https://buhtaobmena.me,11221,trc bep
2025-01-18 16:20:19.217617,Зеленыйбанк(RUB),370000,RUB,Toncoin(TON),665.315,TON,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 19:14:00,TRON,0,?,Binance Coin (BEP20),0.912747,BNB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:11:00,Litecoin,0,?,Т-Банк (Тинькофф),17196,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:01:00,TRON-Icon-icon,300,USDT,Sberbank-RUB-,30516,RUB,https://yaobmen.cash,10913,trc erc bep
2025-01-18 18:55:00,20-SBP,30000,RUB,Tether,282.8054,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 19:04:00,Tether,120,USDT,Visa-Master,391.476,BYN,https://bobr.exchange/,0,trc erc bep
2025-01-18 19:22:00,Sberbank,3000,RUB,20799102-logo-moneygo1,2716.35,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 19:18:00,Visa-Master-Mir,1000,RUB,20799102-logo-moneygo1,905.45,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 18:52:00,photo-2024-12-15-15-18-16,50000,RUB,Bitcoin,0.0045,BTC,https://finex24.io,10943,trc,erc,bep
2025-01-18 19:13:00,Ether,0.0417,ETH,20-SBP,13673.1105434,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 19:11:00,Tether,150,USDT,Tinkoff,15124.14309,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 18:50:00,53-Jusan-Bank,900000,KZT,Tinkoff,164747.6614985,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 16:30:21.557955,Банковскаякарта(RUB),20000,RUB,Solana(SOL),0.714,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:30:21.567861,КартаМир(RUB),28000,RUB,Solana(SOL),1.001,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:30:21.577627,BTC,0.005,BTC,Зеленыйбанк(RUB),50960,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:30:21.587621,Желтыйбанк(RUB),60000,RUB,Solana(SOL),2.21,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 19:28:00,Сбербанк,0,?,USDT TRC20,44,USDT,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:29:00,USDT TRC20,0,?,СБП,24700,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:29:00,USDT ERC20,0,?,Solana,3.387059,SOL,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:27:00,Т-Банк (Тинькофф),0,?,USDT TRC20,396,USDT,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:24:00,USDCoin (ERC20),0,?,Сбербанк,10078,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:53:00,Tether,3800,USDT,photo-2024-12-15-15-18-16,395258.14,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 18:58:00,photo-2024-12-15-15-18-16,110000,RUB,Tether,1033.2995,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 18:58:00,photo-2024-12-15-15-18-16,70000,RUB,Tether,660.2017,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 18:17:00,Tether,1000,USDT,35-Revolut,968.523,EUR,https://bobr.exchange/,0,trc erc bep
2025-01-18 19:26:00,Visa-Master-Mir,1000,RUB,20799102-logo-moneygo1,905.45,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 16:40:16.119690,Tether(USDT)BEP20,630,USDT,Желтыйбанк(RUB),64570,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:40:16.129636,Tether(USDT)TON,999.97,USDT,Желтыйбанк(RUB),102360,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:40:16.139700,USDCoin(USDC)SOL,490,USDC,Зеленыйбанк(RUB),50030,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:40:16.149444,BTC,0.01,BTC,Желтыйбанк(RUB),106650,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 19:34:00,USDT TRC20,0,?,СБП,25318,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:33:00,USDT TRC20,0,?,VISA/MasterCard,10127,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:30:00,Сбербанк,0,?,USDT TRC20,44,USDT,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:32:00,USDT ERC20,0,?,Solana,3.387059,SOL,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:22:00,20-SBP,50000,RUB,Tether,471.3717,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 18:56:00,Tether,1007,USDT,Sberbank,104628.1056,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 18:48:00,photo-2024-12-15-15-18-16,688000,RUB,Tether,6485.7629,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 19:17:00,Tether,1030,USDT,35-Revolut,1000.2913,EUR,https://bobr.exchange/,0,trc erc bep
2025-01-18 19:24:00,Sberbank,60000,RUB,Tether,565.9512,USDT,https://finex24.io,10943,trc,erc,bep
2025-01-18 19:09:00,Sberbank,42000,RUB,Kaspi-bank,209370,KZT,https://buhtaobmena.me,11221,trc bep
2025-01-18 17:59:00,Kaspi-bank,2000000,KZT,20-SBP,379139.7319482,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 19:26:00,logo-sbermarket-square-be8e750b,13200,RUB,litecoin-ltc-logo,0.95063555,LTC,https://cripthub.ru/,1789,trc erc bep
2025-01-18 16:50:13.725673,Tether(USDT)TRC20,1000,USDT,Желтыйбанк(RUB),102440,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:50:13.736102,Tether(USDT)TRC20,500,USDT,Желтыйбанк(RUB),51220,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:50:13.745957,Желтыйбанк(RUB),50000,RUB,BTC,0.004,BTC,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 16:50:13.755834,Litecoin(LTC),3.96,LTC,Желтыйбанк(RUB),50870,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 19:41:00,Dogecoin,0,?,VISA/MasterCard,15874,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:40:00,USDT BEP20,0,?,Сбербанк,12152,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:58:00,photo-2024-12-15-15-18-16,700000,RUB,Tether,6602.0172,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 19:26:00,Sberbank,25000,RUB,Bitcoin,0.00225063,BTC,https://finex24.io,10943,trc,erc,bep
2025-01-18 19:30:00,20-SBP,75000,RUB,Tether,704.5171,USDT,https://finex24.io,10943,trc,erc,bep
2025-01-18 17:00:18.580136,КартаМир(RUB),100000,RUB,BTC,0.009,BTC,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 17:00:18.610263,Tether(USDT)TON,515,USDT,Желтыйбанк(RUB),52710,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 19:45:00,USDT TON,0,?,Т-Банк (Тинькофф),12256,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:51:00,Litecoin,0,?,Т-Банк (Тинькофф),38096,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 18:52:00,Tether,850,USDT,Sberbank,88306.925,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 16:47:00,Tether,200,USDT,Raiffaisen,20697.04,RUB,https://nadex.io/,19731,trc erc bep
2025-01-18 19:52:00,Sberbank,80000,RUB,Tether,754.6736,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 19:41:00,Tether,200,USDT,12-Karta-HUMO,2613482,UZS,https://bobr.exchange/,0,trc erc bep
2025-01-18 19:38:00,Tether,500,USDT,Ripple,155.389255,XRP,https://bobr.exchange/,0,trc erc bep
2025-01-18 20:01:00,Visa-Master-Mir,1000,RUB,20799102-logo-moneygo1,905.45,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 20:02:00,Visa-Master-Mir,1000,RUB,20799102-logo-moneygo1,905.45,RUB,https://barry24.com,11204,trc erc bep
2025-01-18 16:15:00,Tether,1306,USDT,photo-2024-12-15-15-18-16,135883.2924,RUB,https://finex24.io,10943,trc,erc,bep
2025-01-18 19:29:00,26-TRON,1100,TRX,13-Gazprombank,26743.39074,RUB,https://buhtaobmena.me,11221,trc bep
2025-01-18 17:10:16.168445,Litecoin(LTC),4,LTC,Зеленыйбанк(RUB),51460,RUB,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 17:10:16.178596,СБП(RUB),50000,RUB,Solana(SOL),1.833,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 17:10:16.206770,Желтыйбанк(RUB),50000,RUB,Ripple(XRP),146.657,XRP,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 17:10:16.217053,Желтыйбанк(RUB),50000,RUB,Solana(SOL),1.811,SOL,https://alfabit.org/ru/exchange,1682,trc erc
2025-01-18 20:05:00,USDT TRC20,0,?,VISA/MasterCard,31394,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 20:05:00,USDT BEP20,0,?,СБП,14380,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 20:03:00,USDT BEP20,0,?,СБП,25318,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:56:00,USDT TRC20,0,?,СБП,20000,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:58:00,Dogecoin,0,?,Сбербанк,20049,RUB,https://avanchange.com/,1808,trc erc bep ton
2025-01-18 19:40:00,Visa-Master-Mir,82000,RUB,Ether,0.234112,ETH,https://nadex.io/,19731,trc erc bep
2025-01-18 19:47:00,20-SBP,70000,RUB,Tether,659.982,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 19:14:00,Sberbank,295000,RUB,Tether,2773.5261,USDT,https://nadex.io/,19731,trc erc bep
2025-01-18 20:12:00,Raif-logo-main-RGB-horizontal-ru,1000,RUB,20799102-logo-moneygo1,905.45,RUB,https://barry24.com,11204,trc erc bep
